iter	Logloss
455	0.04739230978
456	0.0471736224
457	0.04710053619
458	0.04702578269
459	0.04685432575
460	0.04676321796
461	0.04662346525
462	0.04646431852
463	0.04637334685
464	0.04628671165
465	0.04618391164
466	0.04610649158
467	0.04603439246
468	0.0459458086
469	0.0458814036
470	0.04580244706
471	0.04566536005
472	0.04555796158
473	0.0454431471
474	0.04533980695
475	0.04524778899
476	0.04506202075
477	0.0449826298
478	0.04487756953
479	0.04485684821
480	0.04479665057
481	0.04470086779
482	0.04456412396
483	0.04444824645
484	0.04432471363
485	0.04427406233
486	0.04421512431
487	0.04414278561
488	0.04404304804
489	0.0439766048
490	0.04384436954
491	0.04379689797
492	0.04372305169
493	0.04365778038
494	0.0435885936
495	0.04350647819
496	0.04344972867
497	0.04336403227
498	0.04328257053
499	0.0432458178
500	0.04312908056
501	0.04306040976
502	0.0428979897
503	0.04277885508
504	0.04271308377
505	0.04267228379
506	0.04263666993
507	0.04259902635
508	0.04253600003
509	0.04246244089
510	0.04234575057
511	0.04228679089
512	0.04211920801
513	0.04200650344
514	0.0419281905
515	0.04183585215
516	0.04177770979
517	0.04174732588
518	0.0416337766
519	0.04150462875
520	0.04143855312
521	0.04130907603
522	0.04128334086
523	0.04123394085
524	0.04117803979
525	0.04110752085
526	0.04105157578
527	0.04094153581
528	0.04080360183
529	0.04078629797
530	0.04068022992
531	0.04057268568
532	0.04052279219
533	0.04041210664
534	0.04032019735
535	0.0402439867
536	0.0401795602
537	0.04008356091
538	0.04003119282
539	0.0399725751
540	0.03991913993
541	0.03985081681
542	0.03977723591
543	0.03967093449
544	0.0396024464
545	0.03953761369
546	0.03943433064
547	0.03939865146
548	0.03934832074
549	0.0393210179
550	0.03922972201
551	0.03911557417
552	0.03908921765
553	0.03898579525
554	0.03889854268
555	0.03877629632
556	0.03865775787
557	0.03860517981
558	0.03858448879
559	0.03854473689
560	0.03849719127
561	0.03840275081
562	0.03837430132
563	0.03832617356
564	0.03828267946
565	0.03819201885
566	0.03814921452
567	0.0381292894
568	0.03805767958
569	0.03801288552
570	0.03799281597
571	0.03792965438
572	0.03783063227
573	0.0377585752
574	0.03771101578
575	0.03759962541
576	0.03756538048
577	0.03747925129
578	0.03735354876
579	0.03732097005
580	0.03722451122
581	0.03718650891
582	0.03706942087
583	0.03700299876
584	0.03695117217
585	0.03693144521
586	0.03691958751
587	0.03682907707
588	0.03675057076
589	0.03666802031
590	0.03661095921
591	0.03656245955
592	0.03650772106
593	0.0364090288
594	0.03638016936
595	0.03632216929
596	0.03625247191
597	0.03617538725
598	0.03607104405
599	0.03601227615
600	0.03594650035
601	0.03589964057
602	0.03586181979
603	0.03584720143
604	0.03574901745
605	0.0357059775
606	0.03567363062
607	0.03566039235
608	0.03563890922
609	0.0355873685
610	0.03553634905
611	0.03547226984
612	0.03544388806
613	0.03539249425
614	0.03534604966
615	0.03527369407
616	0.03523866118
617	0.03517914149
618	0.03513996112
619	0.0350320141
620	0.03500080462
621	0.03496603022
622	0.03494587141
623	0.03489412683
624	0.03483318028
625	0.03478898779
626	0.03473235449
627	0.03464533528
628	0.03459004346
629	0.03455534493
630	0.03450584308
631	0.03444006459
632	0.03435990413
633	0.03431937017
634	0.03429099663
635	0.03428020356
636	0.03418126435
637	0.03412233554
638	0.03408769155
639	0.03405676342
640	0.03400896152
641	0.03398393827
642	0.03395461006
643	0.03392326963
644	0.03384065184
645	0.03382341223
646	0.03376572379
647	0.03371370489
648	0.03364001643
649	0.03360294757
650	0.03354087024
651	0.03350236056
652	0.03348182144
653	0.0334034645
654	0.0333628779
655	0.03332697442
656	0.0332918498
657	0.03322538405
658	0.0331787311
659	0.03314698236
660	0.03313851988
661	0.03312137125
662	0.03310132168
663	0.03301535254
664	0.03294018761
665	0.03286727123
666	0.03282825397
667	0.03279153863
668	0.03274911413
669	0.03270941121
670	0.03259525089
671	0.03258512836
672	0.0325454189
673	0.0325187521
674	0.03249418782
675	0.03247595539
676	0.03243805619
677	0.03239585329
678	0.03238230885
679	0.03232686085
680	0.03227798781
681	0.03225568067
682	0.03222710085
683	0.03214623392
684	0.03208320101
685	0.03203550429
686	0.03197938308
687	0.03195322688
688	0.03191250767
689	0.03189243019
690	0.03184664679
691	0.03182595937
692	0.03180705709
693	0.03176680479
694	0.03169437073
695	0.03168680506
696	0.03166573857
697	0.03162344301
698	0.03161318293
699	0.03153780252
700	0.03152838733
701	0.03145839819
702	0.03140388271
703	0.03137059446
704	0.03132433225
705	0.03130674201
706	0.03125529347
707	0.03119930337
708	0.0311297977
709	0.03110736246
710	0.03107445618
711	0.03105880646
712	0.03101478485
713	0.03099733117
714	0.03094813792
715	0.03084863425
716	0.03083198119
717	0.03078563363
718	0.03075645858
719	0.03071921774
720	0.0306619461
721	0.03060935209
722	0.03055705554
723	0.03052249961
724	0.0305133924
725	0.03049227312
726	0.03047322771
727	0.03044999425
728	0.03043997229
729	0.03042739526
730	0.03042011622
731	0.03039850363
732	0.03036092248
733	0.03032047316
734	0.03028866748
735	0.0302787116
736	0.0302604771
737	0.03023932962
738	0.03023333748
739	0.03019676551
740	0.03017931729
741	0.03012661552
742	0.03011653878
743	0.0300880447
744	0.03003705657
745	0.03002210133
746	0.03000074258
747	0.02990857919
748	0.02983765795
749	0.02983352683
750	0.02976572567
751	0.02970895248
752	0.02967987544
753	0.02965853955
754	0.02960363519
755	0.0295293503
756	0.02948721141
757	0.02947568735
758	0.02946764995
759	0.02945844897
760	0.02943439994
761	0.02940742569
762	0.02935201147
763	0.0292865379
764	0.02928113608
765	0.0292367879
766	0.02920156341
767	0.02917485178
768	0.02915152764
769	0.02911147651
770	0.0290534385
771	0.02902139353
772	0.02898327459
773	0.02894975646
774	0.02890355955
775	0.02889241017
776	0.02886929681
777	0.02884569903
778	0.02881432966
779	0.02875405617
780	0.02872546797
781	0.02871599107
782	0.02868499558
783	0.02861393538
784	0.0285990649
785	0.02858905926
786	0.02856625518
787	0.02853408823
788	0.02852816604
789	0.02849047296
790	0.02846990991
791	0.02842667625
792	0.0283714496
793	0.02835169253
794	0.0283170797
795	0.02830057256
796	0.02825917531
797	0.02822787505
798	0.0281993988
799	0.02817777805
800	0.02814451694
801	0.02810279991
802	0.02808642889
803	0.02807885841
804	0.0280673224
805	0.02806059512
806	0.02800585983
807	0.02796559913
808	0.02791700213
809	0.02791001587
810	0.0278835951
811	0.02787503784
812	0.02783674032
813	0.02779787405
814	0.02772761544
815	0.02771858006
816	0.02768802673
817	0.02764365894
818	0.02763147934
819	0.02761129153
820	0.02756717146
821	0.02753999244
822	0.02751889636
823	0.02749817363
824	0.02746691919
825	0.02743180875
826	0.02742685122
827	0.02737249958
828	0.02734405022
829	0.02730061759
830	0.02727938399
831	0.02723356141
832	0.02720773219
833	0.02719732321
834	0.02717254802
835	0.0271471741
836	0.02711307293
837	0.02710095464
838	0.02708576239
839	0.02707580373
840	0.02705267364
841	0.02704749412
842	0.02700940867
843	0.02698247392
844	0.02692580699
845	0.02692104172
846	0.02688198684
847	0.02684730967
848	0.02681887448
849	0.02681337841
850	0.02679923711
851	0.02679421572
852	0.02675793566
853	0.02671853139
854	0.02668883972
855	0.02664278496
856	0.02660241984
857	0.02657289322
858	0.02654660852
859	0.02654035344
860	0.02650220517
861	0.02645261809
862	0.02644813982
863	0.02641392513
864	0.02638245738
865	0.02637648696
866	0.02637010224
867	0.02636261008
868	0.02634405056
869	0.02632138506
870	0.02631389226
871	0.02625947666
872	0.02623824014
873	0.02622881699
874	0.02619308667
875	0.02618889226
876	0.02617846901
877	0.0261395201
878	0.02611302751
879	0.02610356674
880	0.02608314834
881	0.0260735569
882	0.02606340478
883	0.02603047158
884	0.02600594425
885	0.02598043193
886	0.02595489664
887	0.02592788427
888	0.02591867601
889	0.02589528804
890	0.02588329022
891	0.02585365899
892	0.02583741625
893	0.02579485511
894	0.02574291327
895	0.02568165561
896	0.02563342811
897	0.02558743072
898	0.02556353856
899	0.0255287677
900	0.02551440283
901	0.02547124032
902	0.02545225016
903	0.02541619117
904	0.0253639249
905	0.02533144515
906	0.02532565452
907	0.02527834083
908	0.02526934228
909	0.02526138737
910	0.02523129671
911	0.02518754747
912	0.025171326
913	0.02514484986
914	0.02513961563
915	0.02511344234
916	0.02508927531
917	0.02506446461
918	0.02505356232
919	0.02502809106
920	0.02498968818
921	0.02495850082
922	0.0249403918
923	0.02492500297
924	0.02489152001
925	0.02485089458
926	0.02481455343
927	0.02478549415
928	0.02474557231
929	0.0247180988
930	0.02470011811
931	0.02467246109
932	0.0246398453
933	0.02461896212
934	0.02459767243
935	0.02458491703
936	0.02456474948
937	0.02455334375
938	0.02454470742
939	0.024532969
940	0.02448903663
941	0.02447014439
942	0.02443377838
943	0.02440084386
944	0.02437951334
945	0.02433089291
946	0.02430520165
947	0.02425813134
948	0.02424510778
949	0.02421627524
950	0.02419462381
951	0.02418450482
952	0.02418256724
953	0.02415110899
954	0.02414607637
955	0.02413185228
956	0.02412885767
957	0.02410801334
958	0.02406647349
959	0.02406284007
960	0.02404215062
961	0.02401607092
962	0.02399904066
963	0.02398160205
964	0.02395567777
965	0.023945121
966	0.02393303649
967	0.02392483618
968	0.02391745668
969	0.02389321508
970	0.02386169441
971	0.02384764649
972	0.02382246468
973	0.02381513874
974	0.02378324727
975	0.02373891858
976	0.02371496709
977	0.02368747581
978	0.02367838297
979	0.02365859356
980	0.02364780528
981	0.02364357249
982	0.02361102689
983	0.02356158552
984	0.02352269598
985	0.02351637076
986	0.02349254208
987	0.02347324928
988	0.02346899939
989	0.02346185213
990	0.02345143197
991	0.02343768233
992	0.02341991183
993	0.02341397854
994	0.02339865542
995	0.02335552491
996	0.02332544368
997	0.02327114107
998	0.02325288564
999	0.02321515735
